dep,dep_lat,dep_lng,crash,crash_lat,crash_lng
"Watertown Airport, SD (ATY/KATY), United States of America",44.9213411,-97.1611629,"1,6 km (1 mls) E of Billings-Logan International Airport, MT (BIL) (   United States of America)",45.80350809999999,-108.5379142
"Bremen Airport (BRE/EDDW), Germany",53.0479714,8.7858736,"1,8 km (1.1 mls) E of Paris-Charles de Gaulle Airport (CDG) (   France)",49.0096906,2.5479245
"Tehran-Mehrabad Airport (THR/OIII), Iran",35.68998819999999,51.311241,15 km (9.4 mls) from  Tehran-Mehrabad Airport (THR) (   Iran),35.68998819999999,51.311241
"Mueda Airport (MUD/FQMD), Mozambique",-11.6644184,39.5640159,Vila Cabral Airport (VXC) (   Mozambique),-13.3023564,35.2478112
"New Orleans International Airport, LA (MSY/KMSY), United States of America",29.9922012,-90.25901119999999,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Palermo-Punta Raisi Airport (PMO/LICJ), Italy",38.1824001,13.1005819,Roma-Fiumicino Airport (FCO) (   Italy),41.7998868,12.2462384
"Decatur-Bishop Airfield, TX, United States of America",33.2256296,-97.59570819999999,"Decatur-Bishop Airfield, TX (   United States of America)",33.2256296,-97.59570819999999
"Lanseria Airport (HLA/FALA), South Africa",-25.937751,27.926416,Lanseria Airport (HLA) (   South Africa),-25.937751,27.926416
"Leipzig Airport (LEJ/EDDP), Germany",51.4220814,12.2203805,near Paderborn-Lippstadt (   Germany),51.6712278,8.3406481
"Elizabeth City Airport, NC (ECG/KECG), United States of America",36.2575096,-76.1754727,"2,4 km (1.5 mls) W off  Manteo-Dare County Regional Airport, NC (MEO) (   United States of America)",35.9178849,-75.69996359999999
"Maconacon Airport, Philippines",17.3824635,122.2477484,"Barangay Dinapnat, Divilacan town, Isabela (   Philippines)",17.2704978,122.151897
"Las Gaviotas Airport (LGT/SKGA), Colombia",4.568115,-70.89840699999999,Las Gaviotas Airport (LGT) (   Colombia),4.568115,-70.89840699999999
"Machala Airport (MCH/SEMH), Ecuador",-3.268903,-79.96157199999999,23 km (14.4 mls) S of Guayaquil-Simon Bolivar Airport (GYE) (   Ecuador),-2.1480534,-79.8841984
"Stebbins Airport, AK (WBB), United States of America",63.51465109999999,-162.2840758,"27 km (16.9 mls) S of Unalakleet, AK (   United States of America)",63.87305559999999,-160.7880555
"Kozlovets, Bulgaria",43.5101041,25.3622726,near Kozlovets (   Bulgaria),43.5101041,25.3622726
"Sullivan Regional Airport, MO (KUUV), United States of America",38.2326275,-91.1635337,"Sullivan Regional Airport, MO (   United States of America)",38.2326275,-91.1635337
"Madrid-Barajas Airport (MAD/LEMD), Spain",40.4983322,-3.5675982,30 km (18.8 mls) SE of Bilbao Airport (BIO) (   Spain),43.302494,-2.911116
"Bucharest-Otopeni International Airport (OTP/LROP), Romania",44.5707306,26.0844123,Bucharest-Otopeni International Airport (OTP) (   Romania),44.5707306,26.0844123
"Tijuana-Rodriguez Airport (TIJ/MMTJ), Mexico",32.5422546,-116.9717004,"Vancouver International Airport, BC (YVR) (   Canada)",49.1966913,-123.1815123
"Lanseria Airport (HLA/FALA), South Africa",-25.937751,27.926416,Lanseria Airport (HLA) (   South Africa),-25.937751,27.926416
"Wichita Falls-Sheppard AFB, TX (SPS/KSPS), United States of America",33.9642825,-98.4918225,"near Decatur, TX (   United States of America)",33.2342834,-97.5861393
"Palmer-Wolf Lake Airport, AK, United States of America",61.6393373,-149.2876767,"Mount Healy, near Denali National Park, AK (   United States of America)",63.7730556,-149.0058333
"San Borja Airport (SRJ/SLSB), Bolivia",-14.8582153,-66.7374789,La Paz-El Alto Airport (LPB) (   Bolivia),-16.5102483,-68.188295
"Manokwari-Rendani Airport (MKW/WASR), Indonesia",-0.8935949999999999,134.0504638,near Bintuni (   Indonesia),-1.9056848,133.329466
"Little Rock-Bill and Hillary Clinton National Airport, AR (LIT/KLIT), United States of America",34.7307049,-92.2216531,"Houston-George Bush Intercontinental Airport, TX (IAH) (   United States of America)",29.9902199,-95.3367827
"Belo Horizonte-Pampulha Airport, MG (PLU/SBBH), Brazil",-19.8498475,-43.9548899,"Juiz de Fora-Francisco de Assis Airport, MG (JDF) (   Brazil)",-21.791975,-43.385565
"Leipzig Airport (LEJ/EDDP), Germany",51.4220814,12.2203805,Varna Airpot (VAR) (   Bulgaria),43.236797,27.8271139
"Kahului Airport, HI (OGG/PHOG), United States of America",20.8967924,-156.4329379,"Piilani Highway, Kihei, Maui (   United States of America)",20.7530739,-156.4469669
"Charleston International Airport, SC (CHS/KCHS), United States of America",32.8942676,-80.038159,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America",44.8847554,-93.2222846,"5,4 km (3.4 mls) NW of Hibbing-Chisholm Airport, MN (HIB) (   United States of America)",47.3921561,-92.8421461
"Dunnellon/Marion County Airport, FL, United States of America",29.0632247,-82.36869949999999,"Dunnellon/Marion County Airport, FL (   United States of America)",29.0632247,-82.36869949999999
"Santa Cruz-Viru Viru International Airport (VVI/SLVR), Bolivia",-17.6431198,-63.14075649999999,18 km (11.3 mls) S of Rionegro/Medellín-José María Córdova Airport (MDE) (   Colombia),6.170763399999999,-75.4276201
"Bloodvein Airport, MB (YDV/CZTA), Canada",51.78418449999999,-96.6935062,"Bloodvein River Airport, MB (YDV) (   Canada)",51.78418449999999,-96.6935062
"Bucharest-Otopeni International Airport (OTP/LROP), Romania",44.5707306,26.0844123,3 km (1.9 mls) N of Bucharest-Otopeni International Airport (OTP) (   Romania),44.5707306,26.0844123
"Tehran-Mehrabad Airport (THR/OIII), Iran",35.68998819999999,51.311241,15 km (9.4 mls) NE of Yasuj Airport (YES) (   Iran),30.69977399999999,51.55276000000001
"Jeffersonville-Clark Regional Airport, IN (JVY/KJVY), United States of America",38.3660345,-85.7383886,"4 km (2.5 mls) WSW of Memphis, IN (   United States of America)",35.1495343,-90.0489801
"Belo Horizonte-Pampulha Airport, MG (PLU/SBBH), Brazil",-19.8498475,-43.9548899,"near Jequitaí-Fazenda Fortaleza de Santa Terezinha Airport, MG (   Brazil)",-17.2312786,-44.4352016
"Bridgewater Air Park, VA (KVBW), United States of America",38.36430560000001,-78.95977020000001,"Bridgewater Air Park, VA (   United States of America)",38.36430560000001,-78.95977020000001
"Karachi-Jinnah International Airport (KHI/OPKC), Pakistan",24.9007815,67.16810269999999,ca 1 km W of Karachi-Jinnah International Airport (KHI) (   Pakistan),24.9007815,67.16810269999999
"Pisa-Galileo Galilei Airport (PSA/LIRP), Italy",43.6890842,10.3978845,Roma-Fiumicino Airport (FCO) (   Italy),41.7998868,12.2462384
"Madrid-Barajas Airport (MAD/LEMD), Spain",40.4983322,-3.5675982,Roma-Fiumicino Airport (FCO) (   Italy),41.7998868,12.2462384
"Lanseria Airport (HLA/FALA), South Africa",-25.937751,27.926416,"33 km (20.6 mls) SW of Swellendam, Western Cape (   South Africa)",-34.0257083,20.4381254
"Cox's Bazar Airport (CXB/VGCB), Bangladesh",21.4512531,91.9662737,3 km (1.9 mls) W off  Cox's Bazar Airport (CXB) (   Bangladesh),21.4512531,91.9662737
"Medan-Kualanamu International Airport (KNO/WIMM), Indonesia",3.6338254,98.87730169999999,Medan-Kualanamu International Airport (KNO) (   Indonesia),3.6338254,98.87730169999999
"Olekminsk Airport (UEMO), Russia",60.37018200000001,120.43021,92 km (57.5 mls) from  Olyokma (   Russia),57.2587359,121.0310377
"Brindisi-Papola Casale Airport (BDS/LIBR), Italy",40.6567625,17.9453492,Brindisi (   Italy),40.6327278,17.9417616
"Leipzig Airport (LEJ/EDDP), Germany",51.4220814,12.2203805,near Lauf an der Pegnitz (   Germany),49.5110483,11.2780245
"Katherine-Tindal Airport, NT (KTR/YPTN), Australia",-14.5203415,132.3775053,"near Katherine-Tindal Airport, NT (KTR) (   Australia)",-14.5203415,132.3775053
"Chkalovsky Airport (CKL/UUMU), Russia",55.8941163,38.0500766,"1,5 km (0.9 mls) NW of Zezevitovo (   Russia)",56.45086560000001,38.4985351
"Henderson Field (HIR/AGGH), Solomon Islands",-9.4275249,160.0457902,"1,6 km (1 mls) NW off  Vella Lavella (   Solomon Islands)",-7.758766499999999,156.6652785
"Newbury-Greenham Common RAF Station (EWY/EGVI), United Kingdom",51.3788184,-1.2807903,3 km (1.9 mls) N of Reuville (   France),49.75129099999999,0.866703
"Châteaudun-Advanced Landing Ground A-39 (LFOC), France",48.06681,1.366838,6 km (3.8 mls) WNW of Bastogne (   Belgium),50.0005062,5.7152802
"Châteaudun-Advanced Landing Ground A-39 (LFOC), France",48.06681,1.366838,8 km (5 mls) from  Bastogne (   Belgium),50.0005062,5.7152802
"Sedalia Army Air Field, MO (SZL/KSZL), United States of America",38.7044609,-93.2282613,"19 km (11.9 mls) SW of Slater, MO (   United States of America)",39.2180805,-93.06908519999999
"Tapachula International Airport (TAP/MMTP), Mexico",14.7904152,-92.3687911,Iztaccíhuatl Volcano (   Mexico),19.1783392,-98.64272799999999
"Guayaquil-Simon Bolivar Airport (GYE/SEGU), Ecuador",-2.1480534,-79.8841984,"1,6 km (1 mls) from  Cuenca Airport (CUE) (   Ecuador)",-2.889444,-78.984444
"Hankou, China",30.592849,114.305539,near Hankou (   China),30.592849,114.305539
"Chicago Municipal Airport, IL (MDW/KMDW), United States of America",41.78677589999999,-87.7521884,"5 km (3.1 mls) ENE of Mount Carmel, PA (   United States of America)",40.7970312,-76.41189609999999
"Kirensk (UIKK), Russia",57.77019299999999,108.051159,25 km (15.6 mls) from  Parshino (   Russia),59.17057320000001,111.7991402
"Moskva-Khodynka (Frunze) Central Aerodrome, Russia",55.755826,37.6172999,"Valuyevo, Moskovskaya Region (   Russia)",55.5711355,37.355338
"Madrid-Barajas Airport (MAD/LEMD), Spain",40.4983322,-3.5675982,near Gandesa (   Spain),41.0524377,0.4372669
"Frankfurt-Rhein-Main AFB (FRF/EDAF), Germany",50.0916446,8.8738682,Berlin-Tempelhof Airport (THF) (   Germany),52.4827106,13.388594
"Whitehorse Airport, YT (YXY/CYXY), Canada",60.7141229,-135.0761171,"24 km (15 mls) NW of Pon Lake, YT (   Canada)",60.06280599999999,-128.710913
"Kirensk (UIKK), Russia",57.77019299999999,108.051159,29 km (18.1 mls) SW of Vitim (   Russia),59.432083,112.539253
"Utica-Oneida County Airport, NY (UCA/KUCA), United States of America",43.14114199999999,-75.38538,"2,4 km (1.5 mls) SE of Utica, NY (   United States of America)",43.100903,-75.232664
"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America",44.8847554,-93.2222846,"Almelund, MN (   United States of America)",45.49135,-92.7854919
"Saharanpur-Sarasawa Air Base (VISP), India",29.9908094,77.43335189999999,near Saharanpur-Sarasawa Air Base (   India),29.9908094,77.43335189999999
"Oakland International Airport, CA (OAK/KOAK), United States of America",37.7125689,-122.2197428,"Stockton Airport, CA (SCK) (   United States of America)",37.8965076,-121.248761
"Madrid-Barajas Airport (MAD/LEMD), Spain",40.4983322,-3.5675982,Athens (ATH) (   Greece),37.9838096,23.7275388
"Agra-Kheria Airport (AGR/VIAG), India",27.152696,77.9617558,Sawai (   India),26.0377772,76.3521514
"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America",44.8847554,-93.2222846,"La Crosse Municipal Airport, WI (LSE) (   United States of America)",43.8753591,-91.2634558
"Oakland International Airport, CA (OAK/KOAK), United States of America",37.7125689,-122.2197428,"San Diego International Airport, CA (SAN) (   United States of America)",32.7338006,-117.1933038
"Tehran-Mehrabad Airport (THR/OIII), Iran",35.68998819999999,51.311241,Bombay-Juhu Airport (   India),19.0980029,72.83406959999999
"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America",44.8847554,-93.2222846,"Blaine, MN (   United States of America)",45.1607987,-93.23494889999999
"Raleigh/Durham Airport, NC (RDU/KRDU), United States of America",35.88007899999999,-78.7879963,"Atlanta, GA (   United States of America)",33.7489954,-84.3879824
"Fish Egg Inlet, BC, Canada",51.6195319,-127.7466921,"Fish Egg Inlet, BC (   Canada)",51.6195319,-127.7466921
"Fort Lauderdale International Airport, FL (FLL/KFLL), United States of America",26.0742344,-80.1506022,Cap Haitien Airport (CAP) (   Haiti),19.7332231,-72.19434679999999
"Saint Thomas-Cyril E. King Airport (STT/TIST), U.S. Virgin Islands",18.3360608,-64.9722726,San Juan-Luis Muñoz Marín International Airport (SJU) (   Puerto Rico),18.4388829,-66.0007218
"Espinal-Aguablanca Agricultural Airstrip, Colombia",3.45108,-76.51541999999999,Espinal-Aguablanca Agricultural Airstrip (   Colombia),3.45108,-76.51541999999999
"Ercan Airport (ECN/LCEN), Turkey",35.1588368,33.5035533,München-Franz Josef Strauss Airport (MUC) (   Germany),48.3536621,11.7750279
"Manteo-Dare County Regional Airport, NC (MEO/KMQI), United States of America",35.9178849,-75.69996359999999,"0,8 km (0.5 mls) SW of Edenton Municipal Airport, NC (EDE) (   United States of America)",36.0267769,-76.5663055
"Gods Lake Narrows Airport, MB (YGO/CYGO), Canada",54.5534811,-94.4816864,"Gods River Airport, MB (ZGI) (   Canada)",54.838142,-94.0564339
"Jaffna-Palaly Air Base (JAF/VCCJ), Sri Lanka",9.7921343,80.0716107,off Jaffna-Palaly Air Base (JAF) (   Sri Lanka),9.7921343,80.0716107
"Kendari-Wolter Monginsidi Airport (KDI/WAWW), Indonesia",-4.077234799999999,122.4172811,Kendari Airport (KDI) (   Indonesia),-4.077234799999999,122.4172811
"Manchester Municipal Airport, NH (MHT/KMHT), United States of America",42.929687,-71.4352177,"Hillsborough, NH (   United States of America)",43.114728,-71.895049
"Riverside-March AFB, CA (RIV/KRIV), United States of America",33.890884,-117.2617329,"10 km (6.3 mls) N of Solano, CA (   United States of America)",38.3104969,-121.9017954
"Erding Air Base (ETSE), Germany",48.322498,11.9486111,near Papa (   Hungary),47.3260464,17.4697834
"Cam Ranh Airport (VVCR), Vietnam",12.0107618,109.2164959,Kham Duc (   Vietnam),15.4394771,107.7932671
"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.9111438,-43.1648755,"off Rio de Janeiro-Santos Dumont Airport, RJ (SDU) (   Brazil)",-22.9111438,-43.1648755
"Budapest-Ferihegy Airport (BUD/LHBP), Hungary",47.4384587,19.2522958,near Bratronov (   Czech Republic),49.5947413,15.4466488
"Condoto-Mandinga Airport (COG/SKCD), Colombia",5.071788,-76.6767923,Cerro Trujillo (   Colombia),4.211875,-76.318513
"Miami-Masters Field, FL, United States of America",27.6648274,-81.5157535,"Boca Raton Public Airport, FL (BCT) (   United States of America)",26.3829495,-80.1011879
"Calabozo Airport (CLZ/SVCL), Venezuela",8.925325299999999,-67.41434360000001,near Calabozo (   Venezuela),8.9180089,-67.4158925
"San Francisco International Airport, CA (SFO/KSFO), United States of America",37.6213129,-122.3789554,"1500 km (937.5 mls) E of Honolulu, HI (   Pacific Ocean)",21.3069444,-157.8583333
"Ontario International Airport, CA (ONT/KONT), United States of America",34.0559781,-117.598057,"11 km (6.9 mls) E of Taft, CA (   United States of America)",35.1424671,-119.4565078
"London Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,Zele (   Belgium),51.0700765,4.0403498
"Blantyre-Chileka Airport (BLZ/FWCL), Malawi",-15.6813258,34.97170699999999,21 km (13.1 mls) E of Blantyre-Chileka Airport (BLZ) (   Malawi),-15.6813258,34.97170699999999
"Calverton-Peconic River Airport, NY (CTO), United States of America",40.9167336,-72.7820496,"5 km (3.1 mls) NE of Calverton-Peconic River Airport, NY (CTO) (   United States of America)",40.9167336,-72.7820496
"New York-Idlewild International Airport, NY (IDL/KIDL), United States of America",40.6413111,-73.77813909999999,"2,4 km (1.5 mls) from  Bolivia, NC (   United States of America)",34.0676715,-78.1483283
"Stalinabad Airport (DYU/UTDD), Tajikistan",38.5486429,68.8154959,SE of Stalinabad (   Tajikistan),38.5597722,68.7870384
"Roswell-Walker AFB, NM, United States of America",33.3306414,-104.5069092,"Roswell-Walker AFB, NM (   United States of America)",33.3306414,-104.5069092
"Paris-Orly Airport (ORY/LFPO), France",48.7262433,2.3652472,"1,6 km (1 mls) off  Dakar-Yoff Airport (DKR) (   Senegal)",14.7442078,-17.4914579
"Saigon-Tan Son Nhat International Airport (SGN/VVTS), Vietnam",10.8184631,106.6588245,32 km (20 mls) SW of Hue (   Vietnam),16.4637117,107.5908628
"Oaxaca Airport (OAX/MMOX), Mexico",17.0013111,-96.72399209999999,"NW of Rio Grande, Juquila District (   Mexico)",29.521204,-101.259159
"New York-Idlewild International Airport, NY (IDL/KIDL), United States of America",40.6413111,-73.77813909999999,"Jamaica Bay, NY (   United States of America)",40.6056632,-73.8713099
"Reno AAB, NV, United States of America",39.5296329,-119.8138027,"3 km (1.9 mls) SE of Gold Run, Placer County, CA (   United States of America)",39.180731,-120.8557726
"Saigon-Tan Son Nhat International Airport (SGN/VVTS), Vietnam",10.8184631,106.6588245,near Bao Loc (   Vietnam),11.5731051,107.8346924
"Sarasota AAF, FL (SRQ/KSRQ), United States of America",27.3945917,-82.55529729999999,"32 km (20 mls) NE of Tampa, FL (   United States of America)",27.950575,-82.4571776
"London Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,Glasgow-Renfrew Airport (   United Kingdom),55.8690744,-4.4350529
"Newark International Airport, NJ (EWR/KEWR), United States of America",40.6895314,-74.1744624,"3 km (1.9 mls) E of Bainbridge, MD (   United States of America)",39.6055541,-76.09952679999999
"Bucaramanga-Gomez Niño Airport, Colombia",7.1280895,-73.1812714,Bucaramanga-Gomez Niño Airport (   Colombia),7.1280895,-73.1812714
"Roswell-Walker AFB, NM, United States of America",33.3306414,-104.5069092,"Roswell-Walker AFB, NM (   United States of America)",33.3306414,-104.5069092
"Tyumen Airport (TJM/USTR), Russia",57.1814766,65.3487664,Khanty-Mansiysk Airfield (   Russia),61.0262243,69.0957136
"San Francisco International Airport, CA (SFO/KSFO), United States of America",37.6213129,-122.3789554,"near San Francisco, CA (   United States of America)",37.7749295,-122.4194155
"Cam Ranh Airport (VVCR), Vietnam",12.0107618,109.2164959,8 km (5 mls) off  Phu Hiep (   Vietnam),10.7104396,105.1785307
"Olyokminsk Airport, Russia",35.810833,-83.993889,86 km (53.8 mls) from  Yakutsk (   Russia),62.0354523,129.6754745
"London-Northolt Airport (NHT/EGWU), United Kingdom",51.5540305,-0.4171726,Mill Hill (   United Kingdom),51.6133816,-0.2463566
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Malabo-Santa Isabel Airport (SSG/FGSL), Equatorial Guinea",3.7569555,8.710954899999999,Macías Nguema Biyogo Island (   Equatorial Guinea),3.6198322,8.748116699999999
"Sheridan Airport, WY (SHR/KSHR), United States of America",44.7738565,-106.9705132,"near Sheridan, WY (   United States of America)",44.787904,-106.925973
"Istanbul-Yesilköy Airport (IST/LTBA), Turkey",40.9829888,28.8104425,"6,3 km (3.9 mls) SW of Urziceni (   Romania)",44.718056,26.645278
"Paris-Orly Airport (ORY/LFPO), France",48.7262433,2.3652472,"Preston City, CT (   United States of America)",41.5224785,-72.01125979999999
"Istanbul-Yesilköy Airport (IST/LTBA), Turkey",40.9829888,28.8104425,Bucharest-Otopeni International Airport (OTP) (   Romania),44.5707306,26.0844123
"Reykjavík-Naval Air Station Keflavík (KEF/BIKF), Iceland",63.97860290000001,-22.635036,Reykjavík-Naval Air Station Keflavík (KEF) (   Iceland),63.97860290000001,-22.635036
"King Island Airport, TAS (KNS/YKII), Australia",-39.8796861,143.8818483,"Yarra Creek, King Island, TAS (   Australia)",-40.0086364,144.1110748
"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia",21.687963,39.143631,Nairobi-Jomo Kenyatta International Airport (NBO) (   Kenya),-1.3227102,36.9260693
"London Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,near Ballerup (   Denmark),55.724508,12.354765
"Chicago-Merrill C Meigs Field, IL (CGX/KCGX), United States of America",41.86026,-87.609917,"Chicago-Merrill C Meigs Field, IL (CGX) (   United States of America)",41.86026,-87.609917
"Bologna-Borgo Panigale Airport (BLQ/LIPE), Italy",44.5345216,11.2878593,"25 km (15.6 mls) NE off  Ustica, Italy [Tyrrhenian Sea] (   Mediterranean Sea)",38.7031179,13.1682675
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"Tampa, Havana (   Cuba)",27.986244,-82.484354
"Lima-Callao International Airport (LIM/SPIM), Peru",-12.0240527,-77.112036,Lima (   Peru),-12.0463731,-77.042754
"Bucaramanga-Palo Negro Airport (BGA/SKBG), Colombia",7.1280895,-73.1812714,Cúcuta (   Colombia),7.8890971,-72.4966896
"Augusta-Bush Field, GA (AGS/KAGS), United States of America",33.3688534,-81.9657651,"Bluefield-Mercer County Airport, WV (BLF) (   United States of America)",37.2935004,-81.2076732
"Newark International Airport, NJ (EWR/KEWR), United States of America",40.6895314,-74.1744624,"near Newark International Airport, NJ (EWR) (   United States of America)",40.6895314,-74.1744624
"Zürich-Kloten Airport (ZRH/LSZH), Switzerland",47.4582165,8.5554755,Beirut International Airport (BEY) (   Lebanon),33.8193756,35.4912043
"Cienfuegos Airport (CFG/MUCF), Cuba",22.15,-80.413887,near Cienfuegos (   Cuba),22.1599753,-80.4437781
"Algiers-Houari Boumediene Airport (ALG/DAAG), Algeria",36.6975267,3.2067834,Qotur (   Iran),38.4730711,44.4077697
"Sofia-Vrazhdebna Airport (SOF/LBSF), Bulgaria",42.69342779999999,23.4071233,Varna Airport (VAR) (   Bulgaria),43.236797,27.8271139
"Lima-Callao International Airport (LIM/SPIM), Peru",-12.0240527,-77.112036,near Puerto Maldonado (   Peru),-12.5808749,-69.2032425
"Santo Domingo-Las Américas International Airport (SDQ/MDSD), Dominican Republic",18.4319537,-69.6720974,near La Romana (   Dominican Republic),18.4338645,-68.9658817
"Brazzaville-Maya Maya Airport (BZV/FCBB), Congo",-4.250653,15.2575148,N'Djamena Airport (NDJ) (   Chad),12.1293763,15.033964
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Kostroma Airport (KMW/UUBA), Russia",57.8076648,41.0132335,30 km (18.8 mls) SE of Kostroma Airport (KMW) (   Russia),57.8076648,41.0132335
"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia",21.687963,39.143631,Dhahran International Airport (DHA) (   Saudi Arabia),26.4683247,49.7972482
"Teterboro Airport, NJ (TEB/KTEB), United States of America",40.858332,-74.061497,"3,2 km (2 mls) S of Montgomery-Orange County Airport, NY (MGJ) (   United States of America)",41.5143719,-74.2588502
"Juara Airport, MT (JUA/SIZX), Brazil",-11.2986829,-57.5452039,"1 km (0.6 mls) from  Juara Airport, MT (JUA) (   Brazil)",-11.2986829,-57.5452039
"Entebbe Airport (EBB/HUEN), Uganda",0.0435913,32.4417943,Kasese Airport (KSE) (   Uganda),0.1698986,30.078078
"Zürich-Kloten Airport (ZRH/LSZH), Switzerland",47.4582165,8.5554755,"9,5 km (5.9 mls) W of Zürich-Kloten Airport (ZRH) (   Switzerland)",47.4582165,8.5554755
"Wabush Airport, NL (YWK/CYWK), Canada",52.926573,-66.8732804,"Wabush Airport, NL (YWK) (   Canada)",52.926573,-66.8732804
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands",52.3105386,4.7682744,Roma-Fiumicino Airport (FCO) (   Italy),41.7998868,12.2462384
"Akron/Canton Regional Airport, OH (CAK/KCAK), United States of America",40.9153779,-81.4418833,"Wheeling-Ohio County Airport, WV (HLG) (   United States of America)",40.1814632,-80.6473676
"London-Heathrow Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,Lockerbie (   United Kingdom),55.12224500000001,-3.349008
"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia",21.687963,39.143631,Tripoli (   Libya),32.8872094,13.1913383
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands",52.3105386,4.7682744,"near Anchorage, AK (   United States of America)",61.2180556,-149.9002778
"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia",21.687963,39.143631,Jeddah-King Abdulaziz International Airport (JED) (   Saudi Arabia),21.6707887,39.1505393
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Nairobi-Moi Air Base (HKRE), Kenya",-1.2731795,36.8600088,"ca 1,7 km SW of Nairobi-Moi Air Base (   Kenya)",-1.2731795,36.8600088
"Puebla/Huejotzingo Airport (PBC/MMPB), Mexico",19.1637033,-98.37574749999999,30 km (18.8 mls) E of Mexico City-Benito Juárez International Airport (MEX) (   Mexico),19.4360762,-99.07190829999999
"Santo Domingo-Las Américas International Airport (SDQ/MDSD), Dominican Republic",18.4319537,-69.6720974,14 km (8.8 mls) W of Puerto Plata-La Union International Airport (POP) (   Dominican Republic),19.7553589,-70.563822
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"Stony Point, NY (   United States of America)",41.2295386,-73.9870847
"Tbilisi-Novo Alexeyevka Airport (TBS/UGGG), Georgia",41.6696083,44.964349,Sukhumi-Babusheri Airport (SUI) (   Georgia),42.858055,41.128334
"Tuktoyaktuk Airport, NT (YUB/CYUB), Canada",69.433487,-133.0263989,"13 km (8.1 mls) SE of Tuktoyaktuk, NT (   Canada)",69.445358,-133.034181
"Chicago-Merrill C Meigs Field, IL (CGX/KCGX), United States of America",41.86026,-87.609917,"Chicago-Merrill C Meigs Field, IL (CGX) (   United States of America)",41.86026,-87.609917
"Zürich-Kloten Airport (ZRH/LSZH), Switzerland",47.4582165,8.5554755,London-Gatwick Airport (LGW) (   United Kingdom),51.1536621,-0.1820629
"Lima-Callao International Airport (LIM/SPIM), Peru",-12.0240527,-77.112036,Trujillo Airport (TRU) (   Peru),-8.0847503,-79.1074498
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Mendoza-El Plumerillo Airport, MD (MDZ/SAME), Argentina",-32.8278295,-68.7984969,"Mendoza-El Plumerillo Airport, MD (MDZ) (   Argentina)",39.1774042,-76.6683922
"Tuktoyaktuk Airport, NT (YUB/CYUB), Canada",69.433487,-133.0263989,Genève-Cointrin Airport (GVA) (   Canada),46.23700969999999,6.1091564
"Sam Neua Airport (NEU/VLSN), Laos",20.4170831,104.04787,Sam Neua Airport (NEU) (   Laos),20.4170831,104.04787
"Rodez Airport (RDZ/LFCR), France",44.4108155,2.4832137,"17,4 km (10.9 mls) SE of Rodez Airport (RDZ) (   France)",44.4108155,2.4832137
"Xichang Airport (XIC/ZUXC), China",27.979115,102.185949,15 km (9.4 mls) from  Xichang (   China),27.894504,102.264449
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"near Saginaw, MI (   United States of America)",43.4194699,-83.9508068
"Coron Airport (XCN), Philippines",12.1198332,120.0987196,9 km (5.6 mls) NE of Coron (   Philippines),12.0499255,120.1781748
